STATE,CONSTITUENCY,NAME,PARTY,SYMBOL,GENDER,AGE,EDUCATION,"OVER TOTAL ELECTORS 
IN CONSTITUENCY","OVER TOTAL VOTES POLLED 
IN CONSTITUENCY",TOTAL ELECTORS
Maharashtra,RAVER,Khadse Raksha Nikhil,BJP,Lotus,FEMALE,31,Graduate,36.92209407,59.77012543,1775051
Maharashtra,RAVER,Dr.Ulhas Vasudeo Patil,INC,Hand,MALE,59,Post Graduate,17.99970818,29.13823938,1775051
Maharashtra,RAVER,Nitin Pralhad Kandelkar,VBA,Cup & Saucer,MALE,39,12th Pass,4.978166825,8.058742685,1775051
Madhya Pradesh,REWA,JANARDAN MISHRA,BJP,Lotus,MALE,62,Graduate Professional,34.75779591,57.53504719,1679534
Madhya Pradesh,REWA,"SIDDHARTH TIWARI ""RAJ""",INC,Hand,MALE,34,Graduate Professional,16.13310597,26.70534736,1679534
Madhya Pradesh,REWA,VIKASH SINGH PATEL,BSP,Elephant,MALE,36,Graduate,5.424659459,8.979511784,1679534
Madhya Pradesh,REWA,GIRIJESH SINGH SENGER,CPI(M),"Hammer, Sickle and Star",MALE,49,Post Graduate,0.620588806,1.027269,1679534
Uttar Pradesh,ROBERTSGANJ,PAKAURI LAL KOL,ADAL,Cup & Saucer,MALE,66,Literate,25.9880548,45.29856271,1723538
Uttar Pradesh,ROBERTSGANJ,BHAI LAL,SP,Bicycle,MALE,67,10th Pass,22.83546983,39.80343931,1723538
Uttar Pradesh,ROBERTSGANJ,BHAGWATI PRASAD CHAUDHARI,INC,Hand,MALE,64,Graduate Professional,2.046314035,3.566834277,1723538
Uttar Pradesh,ROBERTSGANJ,NOTA,NOTA,,,,,1.225270345,2.135711425,1723538
Uttar Pradesh,ROBERTSGANJ,ANUJ KUMAR KANAUJIA,BLRP,BUCKET,MALE,28,Post Graduate,1.06397422,1.854563695,1723538
Uttar Pradesh,ROBERTSGANJ,ASHOK KUMAR KANAUJIYA,CPI(M),Ears of Corn And Sickle,MALE,55,Graduate Professional,1.013380616,1.76637635,1723538
Uttar Pradesh,ROBERTSGANJ,S R DARAPURI,AIPF,Cot,MALE,64,Graduate,0.640078722,1.11569128,1723538
Haryana,ROHTAK,ARVIND KUMAR SHARMA,BJP,Lotus,MALE,56,Post Graduate,33.03402791,46.84471924,1737133
Haryana,ROHTAK,DEEPENDER SINGH HOODA,INC,Hand,MALE,41,Post Graduate,32.60210934,46.23222644,1737133
Haryana,ROHTAK,KISHAN LAL PANCHAL,BSP,Elephant,MALE,51,5th Pass,2.208466479,3.131770441,1737133
Haryana,ROHTAK,PRADEEP KUMAR DESWAL,JNJP,Chappals,MALE,32,Post Graduate,1.221034889,1.731518685,1737133
Gujarat,SABARKANTHA,RATHOD DIPSINH SHANKARSINH,BJP,Lotus,MALE,67,8th Pass,38.96189024,57.49350111,1801717
Gujarat,SABARKANTHA,THAKOR RAJENDRASINH SHIVSINH,INC,Hand,MALE,46,Graduate,24.03246459,35.46312874,1801717
Gujarat,SABARKANTHA,RAVAL RAJUBHAI PUNJABHAI,IND,Gas Cylinder,MALE,38,10th Pass,0.953257365,1.406659252,1801717
Madhya Pradesh,SAGAR,RAJBAHADUR SINGH,BJP,Lotus,MALE,51,Post Graduate,40.81985738,62.28516408,1583129
Madhya Pradesh,SAGAR,PRABHU SINGH THAKUR,INC,Hand,MALE,65,Post Graduate,21.51997721,32.83635459,1583129
Madhya Pradesh,SAGAR,RAJKUMAR YADAV,BSP,Elephant,MALE,47,12th Pass,1.286250205,1.962630694,1583129
Uttar Pradesh,SAHARANPUR,HAJI FAZLUR REHMAN,BSP,Elephant,MALE,67,Graduate,29.56381585,41.7172304,1739082
Uttar Pradesh,SAHARANPUR,RAGHAV LAKHANPAL,BJP,Lotus,MALE,44,Post Graduate,28.27480245,39.89831537,1739082
Uttar Pradesh,SAHARANPUR,IMRAN MASOOD,INC,Hand,MALE,48,12th Pass,11.9067416,16.80149427,1739082
Tamil Nadu,SALEM,PARTHIBAN.S.R,DMK,Rising Sun,MALE,49,Graduate Professional,37.59984422,48.25977251,1612512
Tamil Nadu,SALEM,SARAVANAN.K.R.S,AIADMK,Two Leaves,MALE,44,Graduate Professional,28.4882221,36.56491527,1612512
Tamil Nadu,SALEM,PRABHU MANIKANDAN.M,MNM,Battery Torch,MALE,28,Graduate Professional,3.637926415,4.669314591,1612512
Tamil Nadu,SALEM,SELVAM.S.K,IND,Gift Pack,MALE,57,10th Pass,3.245371197,4.16546608,1612512
Tamil Nadu,SALEM,RASA.A,NTK,Ganna Kisan,MALE,57,12th Pass,2.101689786,2.697539659,1612512
Tamil Nadu,SALEM,NOTA,NOTA,,,,,1.062317676,1.36349526,1612512
Uttar Pradesh,SALEMPUR,RAVINDER,BJP,Lotus,MALE,55,12th Pass,28.06603802,50.63732211,1667282
Uttar Pradesh,SALEMPUR,R S KUSHWAHA,BSP,Elephant,MALE,62,Others,21.31163175,38.45088362,1667282
Uttar Pradesh,SALEMPUR,RAJARAM,SBSP,Walking Stick,MALE,54,10th Pass,2.013336676,3.632503374,1667282
Uttar Pradesh,SALEMPUR,RAJESH KUMAR MISHRA,INC,Hand,MALE,61,Doctorate,1.641174079,2.961039973,1667282
Bihar,SAMASTIPUR (SC),Ramchandra Paswan,LJP,Bungalow,MALE,58,10th Pass,33.49809116,55.15385317,1679030
Bihar,SAMASTIPUR (SC),Dr. Ashok Kumar,INC,Hand,MALE,64,Graduate Professional,18.51068772,30.47743072,1679030
Bihar,SAMASTIPUR (SC),NOTA,NOTA,,,,,2.109372674,3.473034632,1679030
Bihar,SAMASTIPUR (SC),Vidya Nand Ram,WAP,Boat with Man and Sail,MALE,46,Post Graduate,1.750534535,2.882215713,1679030
Bihar,SAMASTIPUR (SC),Suraj Kumar Das,IND,Auto- Rickshaw,MALE,37,Post Graduate,1.321417723,2.175684541,1679030
Bihar,SAMASTIPUR (SC),Asha Devi,AAM,CHAPATI ROLLER,FEMALE,25,Literate,0.840604397,1.38403622,1679030
Bihar,SAMASTIPUR (SC),Mantesh Kumar,BSP,Elephant,MALE,40,Graduate,0.697902956,1.149081509,1679030
Bihar,SAMASTIPUR (SC),Vijay Kumar Ram,VCSMP,Tiller,MALE,32,12th Pass,0.62607577,1.030819664,1679030
Odisha,SAMBALPUR,NITESH GANGA DEB,BJP,Lotus,MALE,47,12th Pass,32.26151321,42.05076589,1468530
Odisha,SAMBALPUR,NALINI KANTA PRADHAN,BJD,Conch,MALE,61,Post Graduate,31.63762402,41.23756726,1468530
Odisha,SAMBALPUR,SARAT PATTANAYAK,INC,Hand,MALE,62,Graduate Professional,9.258850687,12.06830442,1468530
Odisha,SAMBALPUR,NOTA,NOTA,,,,,0.91629044,1.194324474,1468530
Uttar Pradesh,SAMBHAL,DR. SHAFIQUR REHMAN BARQ,SP,Bicycle,MALE,86,Graduate,35.98091389,55.58478376,1828764
Uttar Pradesh,SAMBHAL,PARAMESHVAR LAL SAINI,BJP,Lotus,MALE,64,10th Pass,26.42112378,40.81642997,1828764
Uttar Pradesh,SAMBHAL,MAJOR JAGAT PAL SINGH,INC,Hand,MALE,78,Graduate,0.661922479,1.022564851,1828764
Maharashtra,SANGLI,Sanjaykaka Patil,BJP,Lotus,MALE,54,10th Pass,28.13512066,42.68047772,1809109
Maharashtra,SANGLI,Vishal Prakashbapu Patil,SWP,Bat,MALE,38,Graduate,19.05042759,28.89915988,1809109
Maharashtra,SANGLI,Gopichand Kundlik Padalkar,VBA,Cup & Saucer,MALE,36,12th Pass,16.59568329,25.17535644,1809109
Punjab,SANGRUR,BHAGWANT MANN,AAP,Broom,MALE,45,12th Pass,27.04018684,37.35007984,1529431
Punjab,SANGRUR,KEWAL SINGH DHILLON,INC,Hand,MALE,68,12th Pass,19.83417362,27.39655509,1529431
Punjab,SANGRUR,PARMINDER SINGH DHINDSA,SAD,Scales,MALE,43,Post Graduate,17.2284987,23.79738742,1529431
Punjab,SANGRUR,SIMRANJIT SINGH MANN,SAD(M),Truck,MALE,74,Graduate,3.162287151,4.368005231,1529431
Punjab,SANGRUR,JASRAJ SINGH LONGIA,LIP,Letter Box,MALE,46,Graduate,1.313364251,1.814124286,1529431
Uttar Pradesh,SANT KABIR NAGAR,PRAVEEN KUMAR NISHAD,BJP,Lotus,MALE,30,Graduate Professional,23.8189559,43.94510891,1962903
Uttar Pradesh,SANT KABIR NAGAR,BHEESHMA SHANKAR,BSP,Elephant,MALE,54,12th Pass,21.9977248,40.58500364,1962903
Uttar Pradesh,SANT KABIR NAGAR,BHAL CHANDRA YADAV,INC,Hand,MALE,60,Graduate,6.54673206,12.07848298,1962903
Uttar Pradesh,SANT KABIR NAGAR,NOTA,NOTA,,,,,0.643485694,1.187207745,1962903
Bihar,SARAN,Rajiv Pratap Rudy,BJP,Lotus,MALE,58,Post Graduate,29.98861001,52.98622849,1667253
Bihar,SARAN,Chandrika Roy,RJD,Hurricane Lamp,MALE,61,Doctorate,21.68687056,38.31806404,1667253
Bihar,SARAN,NOTA,NOTA,,,,,1.696563149,2.997620852,1667253
Bihar,SARAN,Sheojee Ram,BSP,Elephant,MALE,44,Graduate,0.91665752,1.61962241,1667253
Bihar,SARAN,Shiv Brat Singh,IND,Tractor Chalata Kisan,MALE,53,Doctorate,0.876771552,1.549148752,1667253
Chhattisgarh,SARGUJA,Renuka Singh Saruta,BJP,Lotus,FEMALE,55,12th Pass,40.09759316,51.80320883,1655239
Chhattisgarh,SARGUJA,Khel Sai Singh,INC,Hand,MALE,72,Post Graduate,30.55981644,39.48108672,1655239
Chhattisgarh,SARGUJA,NOTA,NOTA,,,,,1.768022624,2.284158175,1655239
Chhattisgarh,SARGUJA,Asha Devi Poya,GGP,Saw,FEMALE,44,Graduate Professional,1.477913461,1.909357985,1655239
Chhattisgarh,SARGUJA,Maya Bhagat,BSP,Elephant,FEMALE,40,Post Graduate,1.119717455,1.446594485,1655239
Bihar,SASARAM (SC),CHHEDI PASWAN,BJP,Lotus,MALE,63,"Post Graduate
",27.67526643,50.71870288,1787878
Bihar,SASARAM (SC),MEIRA KUMAR,INC,Hand,FEMALE,74,Post Graduate,18.4047793,33.72926996,1787878
Bihar,SASARAM (SC),MANOJ KUMAR,BSP,Elephant,MALE,35,Graduate,4.832880096,8.856912371,1787878
Bihar,SASARAM (SC),NOTA,NOTA,,,,,1.062041146,1.946335348,1787878
Bihar,SASARAM (SC),ASHOK BAITHA,IND,Cup & Saucer,MALE,48,10th Pass,0.560944315,1.028007015,1787878
Maharashtra,SATARA,SHRIMANT CHH. UDAYANRAJE PRATAPSINHMAHARAJ BHONSLE,NCP,Clock,MALE,53,12th Pass,31.32428703,51.80249374,1848489
Maharashtra,SATARA,NARENDRA ANNASAHEB PATIL,SHS,Bow and Arrow,MALE,44,12th Pass,24.47934502,40.48268094,1848489
Maharashtra,SATARA,SAHADEO KERAPPA AIWALE,VBA,Cup & Saucer,MALE,63,Graduate Professional,2.200337681,3.638805214,1848489
Madhya Pradesh,SATNA,GANESH SINGH,BJP,Lotus,MALE,56,Post Graduate,37.37962394,52.86198491,1575064
Madhya Pradesh,SATNA,RAJARAM TRIPATHI,INC,Hand,MALE,66,12th Pass,22.6835227,32.07886833,1575064
Madhya Pradesh,SATNA,ACCHE LAL KUSHAWAHA,BSP,Elephant,MALE,62,8th Pass,6.981367106,9.872997203,1575064
Telangana,SECUNDRABAD,G . KISHAN REDDY,BJP,Lotus,MALE,58,Others,19.54908763,42.04037528,1968276
Telangana,SECUNDRABAD,TALASANI SAI KIRAN YADAV,TRS,Car,MALE,32,Post Graduate,16.39333102,35.25391062,1968276
Telangana,SECUNDRABAD,ANJAN KUMAR YADAV. M,INC,Hand,MALE,58,Graduate,8.801052291,18.92669102,1968276
Telangana,SECUNDRABAD,N . SHANKAR GOUD,JnP,Glass Tumbler,MALE,44,8th Pass,0.491953364,1.057947279,1968276
Madhya Pradesh,SHAHDOL,HIMADRI SINGH,BJP,Lotus,FEMALE,32,Graduate,45.1547685,60.3944655,1656474
Madhya Pradesh,SHAHDOL,PRAMILA SINGH,INC,Hand,FEMALE,50,Post Graduate,20.80588044,27.82784787,1656474
Madhya Pradesh,SHAHDOL,BAHAN KESHKALI KOL,CPI(M),Ears of Corn And Sickle,FEMALE,31,12th Pass,2.034139987,2.720660548,1656474
Madhya Pradesh,SHAHDOL,MOHDAL SINGH PAV,BSP,Elephant,MALE,65,10th Pass,1.243484655,1.663159697,1656474
Madhya Pradesh,SHAHDOL,NOTA,NOTA,,,,,1.209013845,1.617055017,1656474
Madhya Pradesh,SHAHDOL,VIMAL SINGH KORCHE,GGP,Saw,MALE,27,10th Pass,1.013538395,1.355606765,1656474
Uttar Pradesh,SHAHJAHANPUR,Arun Kumar Sagar,BJP,Lotus,MALE,42,12th Pass,32.58867061,58.03814737,2114201
Uttar Pradesh,SHAHJAHANPUR,Amar Chandra Jauhar,BSP,Elephant,MALE,48,Post Graduate,19.89271597,35.42753845,2114201
Uttar Pradesh,SHAHJAHANPUR,Brahm Swaroop Sagar,INC,Hand,MALE,47,Graduate,1.668857408,2.972118541,2114201
Bihar,SHEOHAR,RAMA DEVI,BJP,Lotus,FEMALE,69,Graduate Professional,36.09729483,60.56937469,1686215
Bihar,SHEOHAR,SYED FAISAL ALI,RJD,Hurricane Lamp,MALE,52,Post Graduate,15.91244296,26.70024788,1686215
Bihar,SHEOHAR,Kedar Nath Prasad,IND,Ganna Kisan,MALE,73,12th Pass,1.092743215,1.83356602,1686215
Bihar,SHEOHAR,Raj Kumar Parsad,IND,Table,MALE,44,12th Pass,0.812707751,1.363681143,1686215
Bihar,SHEOHAR,Shamim Alam,NCP,Clock,MALE,51,12th Pass,0.786910329,1.320394417,1686215
Bihar,SHEOHAR,Mukesh Kumar Jha,BSP,Elephant,MALE,30,12th Pass,0.739526098,1.240886154,1686215
Bihar,SHEOHAR,Vijay Nandan Paswan,IND,Bead Necklace,MALE,31,10th Pass,0.660532613,1.108339213,1686215
Bihar,SHEOHAR,Anil Kumar Tiwari,IND,Chimney,MALE,51,12th Pass,0.633311885,1.062664253,1686215
Meghalaya,SHILLONG,VINCENT H. PALA,INC,Hand,MALE,51,Graduate Professional,35.03814474,53.51271678,1197806
Meghalaya,SHILLONG,JEMINO MAWTHOH,UDP,Drum,MALE,54,Doctorate,22.31212734,34.07664874,1197806
Meghalaya,SHILLONG,SANBOR SHULLAI,BJP,Lotus,MALE,52,10th Pass,6.401954908,9.777515399,1197806
Himachal Pradesh,SHIMLA,SURESH KUMAR KASHYAP,BJP,Lotus,MALE,48,Post Graduate,48.14464472,66.23861251,1259085
Himachal Pradesh,SHIMLA,DHANI RAM SHANDIL,INC,Hand,MALE,78,Doctorate,22.13258041,30.45056051,1259085
Karnataka,SHIMOGA,B.Y.RAGHAVENDRA.,BJP,Lotus,MALE,46,Graduate,43.53109858,56.84064772,1676668
Karnataka,SHIMOGA,S.MADHUBANGARAPPA,JD(S),A lady farmer carrying paddy on her head,MALE,52,Graduate,30.2094392,39.44591676,1676668
Maharashtra,SHIRDI,SADASHIV KISAN LOKHANDE,SHS,Bow and Arrow,MALE,56,10th Pass,30.67396141,47.24105339,1587079
Maharashtra,SHIRDI,KAMBLE BHAUSAHEB MALHARI,INC,Hand,MALE,64,Others,23.1006144,35.57732057,1587079
Maharashtra,SHIRDI,SANJAY LAXMAN SUKHDAN,VBA,Cup & Saucer,MALE,39,Graduate,3.987640187,6.141375757,1587079
Maharashtra,SHIRDI,WAKCHAURE BHAUSAHEB RAJARAM,IND,Ganna Kisan,MALE,69,Graduate Professional,2.238451898,3.447446002,1587079
Maharashtra,SHIRDI,Adv. BANSI BHAURAO SATPUTE,CPI(M),Ears of Corn And Sickle,MALE,58,Graduate Professional,1.279079365,1.969913693,1587079
Maharashtra,SHIRDI,PRADIP SUNIL SARODE,IND,Whistle,MALE,32,12th Pass,0.815712387,1.256280919,1587079
Maharashtra,SHIRUR,Dr. Amol Ramsing Kolhe,NCP,Clock,MALE,38,Graduate Professional,29.22645481,49.16889313,2175529
Maharashtra,SHIRUR,Adhalrao Shivaji Dattatrey,SHS,Bow and Arrow,MALE,64,Others,26.53823507,44.6463881,2175529
Maharashtra,SHIRUR,Ovhal Rahul,VBA,Cup & Saucer,MALE,36,8th Pass,1.749919215,2.943962634,2175529
Uttar Pradesh,SHRAWASTI,RAM SHIROMANI,BSP,Elephant,MALE,49,Graduate Professional,23.07212628,44.30385332,1914739
Uttar Pradesh,SHRAWASTI,DADDAN MISHRA,BJP,Lotus,MALE,52,Post Graduate,22.79428162,43.77032691,1914739
Uttar Pradesh,SHRAWASTI,DHIRENDRA PRATAP SINGH,INC,Hand,MALE,54,Post Graduate,3.031326985,5.820853462,1914739
Uttar Pradesh,SHRAWASTI,NOTA,NOTA,,,,,0.893489922,1.715708642,1914739
Uttar Pradesh,SHRAWASTI,NABBAN KHAN,CPI(M),Ears of Corn And Sickle,MALE,63,Literate,0.661291173,1.269832992,1914739
Madhya Pradesh,SIDHI,Riti Pathak,BJP,Lotus,FEMALE,41,Post Graduate,37.83929643,54.44291556,1845547
Madhya Pradesh,SIDHI,Ajay Arjun Singh,INC,Hand,MALE,63,Post Graduate,22.31414318,32.10543344,1845547
Madhya Pradesh,SIDHI,Com. Sanjay Namdeo,CPI(M),Ears of Corn And Sickle,MALE,39,10th Pass,1.498254989,2.155678819,1845547
Madhya Pradesh,SIDHI,Ram Lal Panika,BSP,Elephant,MALE,48,12th Pass,1.438056034,2.069064984,1845547
Madhya Pradesh,SIDHI,Fatte Bahadur Singh Markam,GGP,Apple,MALE,63,Post Graduate,0.922870022,1.327818945,1845547
Madhya Pradesh,SIDHI,Dileep Kumar Shukla,IND,Balloon,MALE,34,Not Available,0.842839548,1.212671659,1845547
Rajasthan,SIKAR,Sumedhanand Saraswati,BJP,Lotus,MALE,67,Post Graduate,37.81835138,58.02409479,2041612
Rajasthan,SIKAR,Subhash Maharia,INC,Hand,MALE,61,Graduate,23.26338207,35.69263697,2041612
Rajasthan,SIKAR,Amraram,CPI(M),"Hammer, Sickle and Star",MALE,63,Post Graduate,1.54103718,2.364388826,2041612
Sikkim,SIKKIM,INDRA HANG SUBBA,SKM,Table Lamp,MALE,30,Post Graduate,38.44995025,47.23115884,434128
Sikkim,SIKKIM,DEK BAHADUR KATWAL,SDF,Umbrella,MALE,42,Graduate Professional,35.58604835,43.71319836,434128
Sikkim,SIKKIM,LATEN TSHERING SHERPA,BJP,Lotus,MALE,33,5th Pass,3.817307338,4.689104877,434128
Sikkim,SIKKIM,BHARAT BASNETT,INC,Hand,MALE,58,10th Pass,0.919083773,1.128984339,434128
Assam,SILCHAR,RAJDEEP ROY,BJP,Lotus,MALE,48,Post Graduate,41.76680159,52.5317401,1195720
Assam,SILCHAR,SUSHMITA DEV,INC,Hand,FEMALE,46,Post Graduate,34.94279597,43.94892131,1195720
Jharkhand,SINGHBHUM,GEETA KORA,INC,Hand,FEMALE,35,Post Graduate,34.00340337,49.09688965,1269917
Jharkhand,SINGHBHUM,LAXMAN GILUWA,BJP,Lotus,MALE,57,12th Pass,28.32153597,40.89294567,1269917
Jharkhand,SINGHBHUM,NOTA,NOTA,,,,,1.911148524,2.759472255,1269917
Jharkhand,SINGHBHUM,PUSHPA SINKU,IND,Helicopter,FEMALE,29,Post Graduate,1.198818505,1.730952024,1269917
Jharkhand,SINGHBHUM,PRATAP SINGH BANARA,APoI,Coat,MALE,25,Post Graduate,0.889664443,1.28457015,1269917
Jharkhand,SINGHBHUM,PARDESHI LAL MUNDA,BSP,Elephant,MALE,31,12th Pass,0.747371679,1.079116241,1269917
Jharkhand,SINGHBHUM,ANIL SOREN,IND,Tractor Chalata Kisan,MALE,31,Graduate,0.720834511,1.040799713,1269917
Haryana,SIRSA,Sunita Duggal,BJP,Lotus,FEMALE,51,Post Graduate,39.61246547,52.13038452,1803349
Haryana,SIRSA,Ashok Tanwar,INC,Hand,MALE,43,Doctorate,22.42677374,29.51384936,1803349
Haryana,SIRSA,Nirmal Singh Malri,JNJP,Chappals,MALE,37,12th Pass,5.318659893,6.999407436,1803349
Haryana,SIRSA,Charanjeet Singh Rori,INLD,Spectacles,MALE,49,10th Pass,4.884966803,6.42866317,1803349
Haryana,SIRSA,Janak Raj Atwal,BSP,Elephant,MALE,50,Post Graduate,1.392242988,1.832205126,1803349
Bihar,SITAMARHI,Sunil Kumar Pintu,JD(U),Arrow,MALE,58,Graduate,32.39714138,54.61186995,1752454
Bihar,SITAMARHI,Arjun Ray,RJD,Hurricane Lamp,MALE,47,Doctorate,18.10067483,30.51231243,1752454
Bihar,SITAMARHI,Dharmendra Kumar,IND,Football Player,MALE,33,8th Pass,1.169046377,1.970661793,1752454
Bihar,SITAMARHI,Vinod Sah,IND,Helicopter,MALE,48,Literate,1.011381754,1.704886495,1752454
Bihar,SITAMARHI,Mahesh Nandan Singh,IND,Bead Necklace,MALE,55,Graduate,0.985475225,1.661215852,1752454
Bihar,SITAMARHI,Ramesh Kumar Mishra,IND,Ganna Kisan,MALE,48,8th Pass,0.630886745,1.063485956,1752454
Uttar Pradesh,SITAPUR,Rajesh Verma,BJP,Lotus,MALE,58,Post Graduate,30.88169802,48.30241959,1666126
Uttar Pradesh,SITAPUR,Nakul Dubey,BSP,Elephant,MALE,53,Graduate Professional,24.82975477,38.83650544,1666126
Uttar Pradesh,SITAPUR,Qaiser Jahan,INC,Hand,FEMALE,45,8th Pass,5.762949501,9.013895695,1666126
Tamil Nadu,SIVAGANGA,KARTI P CHIDAMBARAM,INC,Hand,MALE,47,Graduate Professional,36.47532666,52.18000453,1552019
Tamil Nadu,SIVAGANGA,H.RAJA,BJP,Lotus,MALE,61,Graduate Professional,15.0681145,21.55578456,1552019
Tamil Nadu,SIVAGANGA,V.PANDI,IND,Gift Pack,MALE,43,Not Available,7.895135304,11.29443473,1552019
Tamil Nadu,SIVAGANGA,V.SAKTHI PRIYA,NTK,Ganna Kisan,FEMALE,27,Post Graduate,4.654582193,6.658641394,1552019
Tamil Nadu,SIVAGANGA,KAVINGNAR SNEKAN,MNM,Battery Torch,MALE,46,12th Pass,1.477494799,2.113639338,1552019
Tamil Nadu,SIVAGANGA,P.RAJENDHIRAN,IND,Mixee,MALE,59,10th Pass,0.719514387,1.029305765,1552019
Bihar,SIWAN,Kavita Singh,JD(U),Arrow,FEMALE,33,Post Graduate,24.92138317,45.5371884,1799551
Bihar,SIWAN,Hena Shahab,RJD,Hurricane Lamp,FEMALE,46,Graduate,18.42209529,33.66147129,1799551
Bihar,SIWAN,Amar Nath Yadav,CPI(ML)(L),Flag with Three Stars,MALE,54,Literate,4.147923565,7.579225263,1799551
Bihar,SIWAN,Deva Kant Mishra Alias Munna Bhaiya,IND,Chimney,MALE,43,Not Available,2.026005376,3.701985074,1799551
Bihar,SIWAN,Upendra Kumar Giri,IND,Baby Walker,MALE,46,12th Pass,0.964296094,1.761994212,1799551
Bihar,SIWAN,Madhuri Pandey,IND,Auto- Rickshaw,FEMALE,47,Others,0.718401423,1.312687211,1799551
Maharashtra,SOLAPUR,SHRI. SHA. BRA. DR. JAI SIDHESHWAR SHIVACHARY MAHASWAMIJI,BJP,Lotus,MALE,63,Graduate,28.35221915,48.32585258,1851654
Maharashtra,SOLAPUR,SHINDE SUSHILKUMAR SAMBHAJIRAO,INC,Hand,MALE,77,Graduate Professional,19.78647199,33.7256891,1851654
Maharashtra,SOLAPUR,AMBEDKAR PRAKASH YASHVANT,VBA,Cup & Saucer,MALE,64,Graduate Professional,9.181358936,15.64946279,1851654
Haryana,SONIPAT,RAMESH CHANDER KAUSHIK,BJP,Lotus,MALE,62,Graduate Professional,36.89940607,51.95297512,1592611
Haryana,SONIPAT,BHUPINDER SINGH HOODA,INC,Hand,MALE,72,Graduate Professional,26.54760014,37.37802194,1592611
Haryana,SONIPAT,DIGVIJAY SINGH CHAUTALA,JNJP,Chappals,MALE,28,12th Pass,3.212460544,4.523023553,1592611
Haryana,SONIPAT,RAJ BALA SAINI,LTSP,Auto- Rickshaw,FEMALE,44,Post Graduate,2.200537357,3.098273786,1592611
NCT OF Delhi,SOUTH DELHI,RAMESH BIDHURI,BJP,Lotus,MALE,57,Graduate Professional,33.22980871,56.56554512,2067463
NCT OF Delhi,SOUTH DELHI,RAGHAV CHADHA,AAP,Broom,MALE,30,Graduate Professional,15.4765043,26.34492752,2067463
NCT OF Delhi,SOUTH DELHI,VIJENDER,INC,Hand,MALE,33,Graduate,7.962077193,13.55347064,2067463
NCT OF Delhi,SOUTH DELHI,SIDDHANT GAUTAM,BSP,Elephant,MALE,52,Post Graduate,0.713966828,1.215352251,2067463
Goa,SOUTH GOA,COSME FRANCISCO CAITANO SARDINHA,INC,Hand,MALE,73,Graduate Professional,34.79076624,47.45760717,579352
Goa,SOUTH GOA,ADV. NARENDRA SAWAIKAR,BJP,Lotus,MALE,52,Graduate Professional,33.1069885,45.16078904,579352
Goa,SOUTH GOA,ELVIS GOMES,AAP,Broom,MALE,56,Graduate Professional,3.605925241,4.918793176,579352
Goa,SOUTH GOA,NOTA,NOTA,,,,,0.938289675,1.27990808,579352
West Bengal,SRERAMPUR,KALYAN BANERJEE,AITC,Flowers and Grass,MALE,62,Graduate Professional,35.71643801,45.47711942,1785472
West Bengal,SRERAMPUR,DEBJIT SARKAR,BJP,Lotus,MALE,42,Graduate Professional,30.19767322,38.45017219,1785472
West Bengal,SRERAMPUR,TIRTHANKAR RAY,CPI(M),"Hammer, Sickle and Star",MALE,44,Graduate,8.5288932,10.8596914,1785472
West Bengal,SRERAMPUR,DEBABRATA BISWAS,INC,Hand,MALE,60,Graduate,1.82075104,2.318330636,1785472
West Bengal,SRERAMPUR,NOTA,NOTA,,,,,1.148211789,1.461998104,1785472
Andhra Pradesh,SRIKAKULAM,KINJARAPU RAM MOHAN NAIDU,TDP,Bicycle,MALE,32,Post Graduate,34.40103999,45.91174333,1553860
Andhra Pradesh,SRIKAKULAM,DUVVADA SRINIVAS,YSRCP,Ceiling Fan,MALE,52,Post Graduate,33.97288044,45.34032016,1553860
Andhra Pradesh,SRIKAKULAM,METTA RAMARAO,JnP,Glass Tumbler,MALE,53,Post Graduate,2.056555932,2.744686443,1553860
Andhra Pradesh,SRIKAKULAM,NOTA,NOTA,,,,,1.643970499,2.194048541,1553860
Andhra Pradesh,SRIKAKULAM,DOLA JAGAN,INC,Hand,MALE,53,Post Graduate,0.884571326,1.180551858,1553860
Jammu & Kashmir,SRINAGAR,Farooq Abdullah,JKN,Plough,MALE,83,Graduate Professional,8.245338005,57.1274142,1294671
Jammu & Kashmir,SRINAGAR,Aga Syed Mohsin,PDP,Ink Pot & Pen,MALE,58,12th Pass,2.834697,19.64005715,1294671
Jammu & Kashmir,SRINAGAR,Irfan Raza Ansari,JPC,Apple,MALE,41,Graduate,2.222417896,15.39791184,1294671
Jammu & Kashmir,SRINAGAR,Sheikh Khalid Jehangir,BJP,Lotus,MALE,43,12th Pass,0.357697052,2.478286231,1294671
Tamil Nadu,SRIPERUMBUDUR,Baalu.T.R.,DMK,Rising Sun,MALE,77,Graduate,35.20298671,56.37489314,2253448
Tamil Nadu,SRIPERUMBUDUR,Vaithilingam A,PMK,Mango,MALE,49,Post Graduate,12.66175212,20.27682846,2253448
Tamil Nadu,SRIPERUMBUDUR,Sridhar M,MNM,Battery Torch,MALE,46,Graduate,6.014117033,9.631148852,2253448
Tamil Nadu,SRIPERUMBUDUR,Mahendran.H,NTK,Ganna Kisan,MALE,41,Graduate,3.771065496,6.039073221,2253448
Tamil Nadu,SRIPERUMBUDUR,Tambaram Narayanan G,IND,Gift Pack,MALE,59,Post Graduate,1.841489131,2.949004124,2253448
